old_path,language,legacy_slug,canonical_slug,proposed_new_path,legacy_opposite_path,legacy_pair_exists
en/car-basic-ble-properties.html,en,car-basic-ble-properties,car-basic-ble-properties,courses/en/car-basic-ble-properties.html,zh-TW/car-basic-ble-properties.html,yes
zh-TW/car-basic-ble-properties.html,zh-TW,car-basic-ble-properties,car-basic-ble-properties,courses/zh-TW/car-basic-ble-properties.html,en/car-basic-ble-properties.html,yes
en/car-basic-cors-security.html,en,car-basic-cors-security,car-basic-cors-security,courses/en/car-basic-cors-security.html,zh-TW/car-basic-cors-security.html,yes
zh-TW/car-basic-cors-security.html,zh-TW,car-basic-cors-security,car-basic-cors-security,courses/zh-TW/car-basic-cors-security.html,en/car-basic-cors-security.html,yes
en/car-basic-drivers-ports.html,en,car-basic-drivers-ports,car-basic-drivers-ports,courses/en/car-basic-drivers-ports.html,zh-TW/car-basic-drivers-ports.html,yes
zh-TW/car-basic-drivers-ports.html,zh-TW,car-basic-drivers-ports,car-basic-drivers-ports,courses/zh-TW/car-basic-drivers-ports.html,en/car-basic-drivers-ports.html,yes
en/car-basic-esp32-architecture.html,en,car-basic-esp32-architecture,car-basic-esp32-architecture,courses/en/car-basic-esp32-architecture.html,zh-TW/car-basic-esp32-architecture.html,yes
zh-TW/car-basic-esp32-architecture.html,zh-TW,car-basic-esp32-architecture,car-basic-esp32-architecture,courses/zh-TW/car-basic-esp32-architecture.html,en/car-basic-esp32-architecture.html,yes
en/car-basic-fetch-api.html,en,car-basic-fetch-api,car-basic-fetch-api,courses/en/car-basic-fetch-api.html,zh-TW/car-basic-fetch-api.html,yes
zh-TW/car-basic-fetch-api.html,zh-TW,car-basic-fetch-api,car-basic-fetch-api,courses/zh-TW/car-basic-fetch-api.html,en/car-basic-fetch-api.html,yes
en/car-basic-fsm.html,en,car-basic-fsm,car-basic-fsm,courses/en/car-basic-fsm.html,zh-TW/car-basic-fsm.html,yes
zh-TW/car-basic-fsm.html,zh-TW,car-basic-fsm,car-basic-fsm,courses/zh-TW/car-basic-fsm.html,en/car-basic-fsm.html,yes
en/car-basic-gatt-structure.html,en,car-basic-gatt-structure,car-basic-gatt-structure,courses/en/car-basic-gatt-structure.html,zh-TW/car-basic-gatt-structure.html,yes
zh-TW/car-basic-gatt-structure.html,zh-TW,car-basic-gatt-structure,car-basic-gatt-structure,courses/zh-TW/car-basic-gatt-structure.html,en/car-basic-gatt-structure.html,yes
en/car-basic-h-bridge.html,en,car-basic-h-bridge,car-basic-h-bridge,courses/en/car-basic-h-bridge.html,zh-TW/car-basic-h-bridge.html,yes
zh-TW/car-basic-h-bridge.html,zh-TW,car-basic-h-bridge,car-basic-h-bridge,courses/zh-TW/car-basic-h-bridge.html,en/car-basic-h-bridge.html,yes
en/car-basic-hardware-timer.html,en,car-basic-hardware-timer,car-basic-hardware-timer,courses/en/car-basic-hardware-timer.html,zh-TW/car-basic-hardware-timer.html,yes
zh-TW/car-basic-hardware-timer.html,zh-TW,car-basic-hardware-timer,car-basic-hardware-timer,courses/zh-TW/car-basic-hardware-timer.html,en/car-basic-hardware-timer.html,yes
en/car-basic-http-lifecycle.html,en,car-basic-http-lifecycle,car-basic-http-lifecycle,courses/en/car-basic-http-lifecycle.html,zh-TW/car-basic-http-lifecycle.html,yes
zh-TW/car-basic-http-lifecycle.html,zh-TW,car-basic-http-lifecycle,car-basic-http-lifecycle,courses/zh-TW/car-basic-http-lifecycle.html,en/car-basic-http-lifecycle.html,yes
en/car-basic-http-request.html,en,car-basic-http-request,car-basic-http-request,courses/en/car-basic-http-request.html,zh-TW/car-basic-http-request.html,yes
zh-TW/car-basic-http-request.html,zh-TW,car-basic-http-request,car-basic-http-request,courses/zh-TW/car-basic-http-request.html,en/car-basic-http-request.html,yes
en/car-basic-joystick-mapping.html,en,car-basic-joystick-mapping,car-basic-joystick-mapping,courses/en/car-basic-joystick-mapping.html,zh-TW/car-basic-joystick-mapping.html,yes
zh-TW/car-basic-joystick-mapping.html,zh-TW,car-basic-joystick-mapping,car-basic-joystick-mapping,courses/zh-TW/car-basic-joystick-mapping.html,en/car-basic-joystick-mapping.html,yes
en/car-basic-ledc-syntax.html,en,car-basic-ledc-syntax,car-basic-ledc-syntax,courses/en/car-basic-ledc-syntax.html,zh-TW/car-basic-ledc-syntax.html,yes
zh-TW/car-basic-ledc-syntax.html,zh-TW,car-basic-ledc-syntax,car-basic-ledc-syntax,courses/zh-TW/car-basic-ledc-syntax.html,en/car-basic-ledc-syntax.html,yes
en/car-basic-millis.html,en,car-basic-millis,car-basic-millis,courses/en/car-basic-millis.html,zh-TW/car-basic-millis.html,yes
zh-TW/car-basic-millis.html,zh-TW,car-basic-millis,car-basic-millis,courses/zh-TW/car-basic-millis.html,en/car-basic-millis.html,yes
en/car-basic-ota-principles.html,en,car-basic-ota-principles,car-basic-ota-principles,courses/en/car-basic-ota-principles.html,zh-TW/car-basic-ota-principles.html,yes
zh-TW/car-basic-ota-principles.html,zh-TW,car-basic-ota-principles,car-basic-ota-principles,courses/zh-TW/car-basic-ota-principles.html,en/car-basic-ota-principles.html,yes
en/car-basic-ota-security.html,en,car-basic-ota-security,car-basic-ota-security,courses/en/car-basic-ota-security.html,zh-TW/car-basic-ota-security.html,yes
zh-TW/car-basic-ota-security.html,zh-TW,car-basic-ota-security,car-basic-ota-security,courses/zh-TW/car-basic-ota-security.html,en/car-basic-ota-security.html,yes
en/car-basic-partition-table.html,en,car-basic-partition-table,car-basic-partition-table,courses/en/car-basic-partition-table.html,zh-TW/car-basic-partition-table.html,yes
zh-TW/car-basic-partition-table.html,zh-TW,car-basic-partition-table,car-basic-partition-table,courses/zh-TW/car-basic-partition-table.html,en/car-basic-partition-table.html,yes
en/car-basic-pinout.html,en,car-basic-pinout,car-basic-pinout,courses/en/car-basic-pinout.html,zh-TW/car-basic-pinout.html,yes
zh-TW/car-basic-pinout.html,zh-TW,car-basic-pinout,car-basic-pinout,courses/zh-TW/car-basic-pinout.html,en/car-basic-pinout.html,yes
en/car-basic-platformio-setup.html,en,car-basic-platformio-setup,car-basic-platformio-setup,courses/en/car-basic-platformio-setup.html,zh-TW/car-basic-platformio-setup.html,yes
zh-TW/car-basic-platformio-setup.html,zh-TW,car-basic-platformio-setup,car-basic-platformio-setup,courses/zh-TW/car-basic-platformio-setup.html,en/car-basic-platformio-setup.html,yes
en/car-basic-pullup-debounce.html,en,car-basic-pullup-debounce,car-basic-pullup-debounce,courses/en/car-basic-pullup-debounce.html,zh-TW/car-basic-pullup-debounce.html,yes
zh-TW/car-basic-pullup-debounce.html,zh-TW,car-basic-pullup-debounce,car-basic-pullup-debounce,courses/zh-TW/car-basic-pullup-debounce.html,en/car-basic-pullup-debounce.html,yes
en/car-basic-pwm-basics.html,en,car-basic-pwm-basics,car-basic-pwm-basics,courses/en/car-basic-pwm-basics.html,zh-TW/car-basic-pwm-basics.html,yes
zh-TW/car-basic-pwm-basics.html,zh-TW,car-basic-pwm-basics,car-basic-pwm-basics,courses/zh-TW/car-basic-pwm-basics.html,en/car-basic-pwm-basics.html,yes
en/car-basic-response-curves.html,en,car-basic-response-curves,car-basic-response-curves,courses/en/car-basic-response-curves.html,zh-TW/car-basic-response-curves.html,yes
zh-TW/car-basic-response-curves.html,zh-TW,car-basic-response-curves,car-basic-response-curves,courses/zh-TW/car-basic-response-curves.html,en/car-basic-response-curves.html,yes
en/car-basic-sampling-rate.html,en,car-basic-sampling-rate,car-basic-sampling-rate,courses/en/car-basic-sampling-rate.html,zh-TW/car-basic-sampling-rate.html,yes
zh-TW/car-basic-sampling-rate.html,zh-TW,car-basic-sampling-rate,car-basic-sampling-rate,courses/zh-TW/car-basic-sampling-rate.html,en/car-basic-sampling-rate.html,yes
en/car-basic-state-consistency.html,en,car-basic-state-consistency,car-basic-state-consistency,courses/en/car-basic-state-consistency.html,zh-TW/car-basic-state-consistency.html,yes
zh-TW/car-basic-state-consistency.html,zh-TW,car-basic-state-consistency,car-basic-state-consistency,courses/zh-TW/car-basic-state-consistency.html,en/car-basic-state-consistency.html,yes
en/car-basic-ui-design.html,en,car-basic-ui-design,car-basic-ui-design,courses/en/car-basic-ui-design.html,zh-TW/car-basic-ui-design.html,yes
zh-TW/car-basic-ui-design.html,zh-TW,car-basic-ui-design,car-basic-ui-design,courses/zh-TW/car-basic-ui-design.html,en/car-basic-ui-design.html,yes
en/car-basic-unicycle-model.html,en,car-basic-unicycle-model,car-basic-unicycle-model,courses/en/car-basic-unicycle-model.html,zh-TW/car-basic-unicycle-model.html,yes
zh-TW/car-basic-unicycle-model.html,zh-TW,car-basic-unicycle-model,car-basic-unicycle-model,courses/zh-TW/car-basic-unicycle-model.html,en/car-basic-unicycle-model.html,yes
